t (s),V (mV)
147.158,13.0093
148.158,13.0007
149.158,12.9939
150.157,12.9866
151.158,12.98
152.157,12.9712
153.158,12.9633
154.157,12.9553
155.158,12.9473
156.157,12.9397
157.158,12.9325
158.158,12.9254
159.157,12.9177
160.158,12.9107
161.157,12.9034
162.158,12.8972
163.158,12.8895
164.157,12.8823
165.158,12.876
166.158,12.8693
167.157,12.8606
168.158,12.8539
169.157,12.8468
170.158,12.8404
171.158,12.8337
172.158,12.826
173.157,12.8195
174.158,12.812
175.158,12.8049
176.157,12.7969
177.158,12.7893
178.158,12.7824
179.157,12.774
180.158,12.7672
181.157,12.7597
182.157,12.7528
183.158,12.744
184.157,12.7372
185.158,12.7288
186.158,12.7229
187.158,12.7139
188.157,12.7064
189.158,12.6984
190.158,12.6915
191.157,12.6842
192.158,12.6763
193.158,12.6685
194.158,12.6615
195.157,12.6541
196.158,12.6465
197.157,12.6399
198.157,12.6317
199.158,12.6234
200.158,12.6169
201.157,12.6095
202.158,12.6029
203.158,12.596
204.158,12.5882
205.157,12.5806
206.157,12.5745
207.158,12.5681
208.157,12.5605
209.157,12.5544
210.158,12.5484
211.157,12.5397
212.158,12.5326
213.158,12.5264
214.158,12.52
215.158,12.5123
216.158,12.5053
217.157,12.4985
218.157,12.4912
219.158,12.485
220.158,12.478
221.157,12.4703
222.157,12.4633
223.158,12.4566
224.158,12.4501
225.157,12.4424
226.157,12.4364
227.158,12.4306
228.158,12.423
229.157,12.4162
230.158,12.4098
231.158,12.4016
232.158,12.3951
233.158,12.3883
234.157,12.3807
235.157,12.3734
236.158,12.366
237.158,12.3594
238.158,12.3528
239.157,12.3457
240.158,12.3385
241.158,12.3317
242.157,12.324
243.157,12.3172
244.158,12.3101
245.158,12.3026
246.158,12.2968
247.158,12.2884
248.157,12.2817
249.157,12.2745
250.158,12.267
251.158,12.261
252.158,12.2542
253.158,12.247
254.157,12.241
255.158,12.2339
256.158,12.2262
257.158,12.2199
258.157,12.213
259.158,12.2068
260.158,12.1991
261.158,12.1925
262.158,12.185
263.158,12.1787
264.158,12.1716
265.157,12.1653
266.157,12.1589
267.158,12.1513
268.158,12.1444
269.158,12.1377
270.158,12.1309
271.157,12.1235
272.157,12.1177
273.157,12.111
274.158,12.1038
275.158,12.0973
276.158,12.091
277.157,12.0842
278.157,12.078
279.157,12.071
280.157,12.064
281.158,12.0571
282.158,12.0507
283.157,12.0442
284.157,12.038
285.158,12.0311
286.157,12.0237
287.158,12.0183
288.158,12.0112
289.158,12.0045
290.157,11.9986
291.157,11.9916
292.158,11.9853
293.158,11.9792
294.158,11.9717
295.158,11.9656
296.158,11.9597
297.157,11.9534
298.157,11.9457
299.158,11.9394
300.158,11.9325
301.157,11.9266
302.157,11.9204
303.157,11.9132
304.157,11.9066
305.158,11.8998
306.158,11.8926
307.158,11.8862
308.158,11.8802
309.157,11.8735
310.157,11.8668
311.157,11.8608
312.158,11.8539
313.158,11.8481
314.158,11.8406
315.158,11.8341
316.158,11.8275
317.158,11.8218
318.158,11.8148
319.158,11.8082
320.158,11.8021
321.157,11.7961
322.157,11.789
323.157,11.7835
324.157,11.7767
325.158,11.7701
326.158,11.7634
327.158,11.7563
328.157,11.7498
329.157,11.7431
330.157,11.7372
331.158,11.7306
332.158,11.7243
333.158,11.7175
334.158,11.7111
335.158,11.7051
336.157,11.6986
337.157,11.6918
338.157,11.6859
339.157,11.6796
340.157,11.6727
341.157,11.6669
342.157,11.6601
343.157,11.6546
344.157,11.6472
345.157,11.6412
346.157,11.6361
347.157,11.629
348.157,11.6232
349.157,11.6165
350.158,11.6104
351.158,11.6044
352.158,11.5982
353.158,11.5915
354.158,11.5853
355.158,11.5797
356.158,11.5734
357.158,11.5665
358.158,11.561
359.157,11.5551
360.157,11.5487
361.158,11.5431
362.157,11.5365
363.158,11.5308
364.158,11.5246
365.158,11.5183
366.158,11.5123
367.157,11.5058
368.157,11.5002
369.157,11.4931
370.158,11.4876
371.158,11.4813
372.158,11.4757
373.158,11.4699
374.158,11.4637
375.157,11.4586
376.157,11.4519
377.157,11.4469
378.157,11.4414
379.157,11.4349
380.157,11.429
381.158,11.4236
382.158,11.4173
383.158,11.4108
384.158,11.4047
385.157,11.3987
386.157,11.392
387.157,11.3865
388.157,11.3801
389.157,11.3735
390.157,11.368
391.157,11.3619
392.157,11.3562
393.157,11.3493
394.157,11.3434
395.157,11.3368
396.157,11.3309
397.157,11.325
398.157,11.3188
399.157,11.313
400.157,11.3079
401.158,11.3031
402.158,11.2971
403.158,11.2897
404.158,11.2831
405.157,11.2765
406.158,11.2716
407.158,11.266
408.158,11.2521
409.158,11.2527
410.158,11.2474
411.158,11.2408
412.158,11.2358
413.158,11.2299
414.158,11.2234
415.158,11.2181
416.157,11.2113
417.157,11.2053
418.157,11.1995
419.157,11.1936
420.157,11.1886
421.157,11.1819
422.157,11.1767
423.157,11.1699
424.157,11.1641
425.157,11.1578
426.158,11.1504
427.157,11.1446
428.157,11.1389
429.157,11.133
430.158,11.1279
431.157,11.1215
432.157,11.1166
433.157,11.1097
434.157,11.1038
435.157,11.0983
436.157,11.092
437.157,11.0869
438.157,11.0804
439.157,11.075
440.157,11.0688
441.157,11.0622
442.157,11.0568
443.158,11.0507
444.158,11.0457
445.158,11.0392
446.158,11.0338
447.158,11.0274
448.158,11.022
449.158,11.0157
450.158,11.0088
451.158,11.0046
452.158,10.9986
453.158,10.9925
454.158,10.9872
455.158,10.9814
456.158,10.9751
457.158,10.9695
458.158,10.964
459.157,10.9581
460.157,10.9531
461.157,10.9479
462.157,10.9416
463.158,10.9365
464.158,10.9306
465.158,10.9248
466.158,10.919
467.158,10.9131
468.157,10.9084
469.158,10.9024
470.157,10.8965
471.157,10.891
472.157,10.8842
473.158,10.8793
474.158,10.8725
475.158,10.8668
476.158,10.8622
